,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Date
4899,084948,旺宏凱基08購05,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4900,084955,義隆凱基08購04,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4901,084956,王品凱基0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,2021-06-10
4902,085001,宏碁永豐08購02,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
4903,084927,宏碁元大08購03,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,2021-06-10
4904,084717,聯發科元富0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,345000,345000,0,0,2021-06-10
4905,084791,百和凱基09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,45000,0,0,2021-06-10
4906,084768,聯電凱基08購11,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4907,086638,長榮航凱基09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,35000,0,0,2021-06-10
4908,086679,友達統一11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4909,086668,可成國泰0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,0,2021-06-10
4910,086449,滬深2X群益09購03,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,60000,0,0,2021-06-10
4911,086454,旺宏群益0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
4912,086794,矽創兆豐0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
4913,086750,宏碁日盛09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,729000,729000,0,0,2021-06-10
4914,086759,臺股指麥證09購04,0,0,0,179000,0,179000,0,0,0,0,0,0,0,179000,179000,0,0,2021-06-10
4915,086995,聯發科國票0B購03,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
4916,086941,華新科元大0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,2021-06-10
4917,086950,日月光元大09購03,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,13000,0,0,2021-06-10
4918,087479,旺宏永豐09購02,0,0,0,0,0,0,0,0,0,0,0,0,0,68000,68000,0,0,2021-06-10
4919,087377,中興電元大0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
4920,087612,群創永豐09購04,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4921,087661,華新科兆豐09購02,0,0,0,0,0,0,0,0,0,0,0,0,0,322000,322000,0,0,2021-06-10
4922,087565,聚鼎國票0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,2021-06-10
4923,087551,華邦電元富0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,462000,462000,0,0,2021-06-10
4924,087105,旺宏元大09購05,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4925,087106,旺宏元大09購06,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4926,087067,TPK群益09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,350000,0,0,2021-06-10
4927,087242,聯發科兆豐09購02,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,40000,0,0,2021-06-10
4928,087290,華新科元大0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,2021-06-10
4929,087293,信邦元大09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4930,087340,金像電凱基0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
4931,087316,東鋼永豐09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4932,088550,訊芯群益0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,28000,0,0,2021-06-10
4933,088497,旺宏元大09購10,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4934,088442,智易凱基0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4935,088347,乙盛元大0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4936,088429,友達日盛0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4937,088949,宏碁日盛09購02,0,0,0,0,0,0,0,0,0,0,0,0,0,849000,849000,0,0,2021-06-10
4938,088965,祥碩國票09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,0,2021-06-10
4939,088740,益航永豐09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4940,088828,台表科元大09購05,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
4941,088818,聯詠元大09購10,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4942,087946,儒鴻元富0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4943,087976,瑞昱凱基09購02,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,2021-06-10
4944,087829,宏碁凱基09購03,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4945,087833,華新科凱基0A購02,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,2021-06-10
4946,087874,儒鴻元大09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4947,087883,富邦金元大09購03,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,50000,0,0,2021-06-10
4948,087686,宏碁元大09購03,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,2021-06-10
4949,087684,旺宏元大09購07,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,2021-06-10
4950,087696,TPK元大09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,23000,0,0,2021-06-10
4951,087821,聚陽凱基09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,0,2021-06-10
4952,088339,中信金元大09購02,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
4953,088231,滬深2X國票0A購08,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,0,2021-06-10
4954,088238,聯發科國票0C購03,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,80000,0,0,2021-06-10
4955,088258,華新科第一13購01,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
4956,088218,南茂統一0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,29000,29000,0,0,2021-06-10
4957,088015,潤泰新兆豐09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4958,00732,國泰RMB短期報酬,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,2021-06-10
4959,00774B,新光中國政金綠債,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
4960,00743,國泰中國A150,0,20000,-20000,0,0,0,0,0,0,20000,0,0,0,120000,100000,20000,0,2021-06-10
4961,00668K,國泰美國道瓊+U,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,2021-06-10
4962,00666R,富邦恒生國企反1,0,1000,-1000,0,0,0,0,0,0,1000,0,0,0,71000,70000,1000,0,2021-06-10
4963,00775B,新光投等債15+,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
4964,02001L,富邦蘋果正二N,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
4965,006204,永豐臺灣加權,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
4966,00636K,國泰中國A50+U,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,2021-06-10
4967,00657K,國泰日經225+U,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,0,0,2021-06-10
4968,031197,彩晶兆豐0A購03,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4969,031191,永豐餘兆豐0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,42000,42000,0,0,2021-06-10
4970,031367,中鋼永豐0A購02,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4971,030502,群創兆豐0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4972,030496,東鋼兆豐0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4973,031137,中鋼日盛0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4974,031138,中鋼日盛0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4975,030681,中鋼兆豐0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4976,030695,大成鋼群益0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
4977,032657,南亞麥證0C購01,0,0,0,140000,140000,0,0,0,0,0,0,0,0,140000,140000,0,0,2021-06-10
4978,032799,達方元大0C購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4979,031610,聯電康和0A購03,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4980,030651,遠東新永豐0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4981,030982,宏達電元大11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,2021-06-10
4982,030966,大成鋼元大0A購05,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,2021-06-10
4983,032566,富邦金群益0C購03,0,0,0,0,0,0,0,0,0,0,0,0,0,363000,363000,0,0,2021-06-10
4984,032567,玉晶光群益12購01,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,2021-06-10
4985,032613,祥碩元大0A購04,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,150000,0,0,2021-06-10
4986,031725,玉晶光群益0C購02,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,0,2021-06-10
4987,031719,新光鋼群益0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4988,05600P,華新科元富08售02,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4989,05544P,台積電元富0A售04,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4990,05660P,華新科元富07售07,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4991,036258,聯成群益0C購01,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,14000,0,0,2021-06-10
4992,036262,中鋼群益12購02,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,2021-06-10
4993,036297,富邦金元大13購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
4994,036323,華新科康和11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,2021-06-10
4995,032058,聯詠國票0B購04,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
4996,032079,大成鋼兆豐0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
4997,032245,聯成元大0C購01,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,45000,0,0,2021-06-10
4998,032171,A50正2群益0A購02,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,0,2021-06-10
4999,033320,華新凱基0C購02,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,27000,0,0,2021-06-10
5000,033332,新纖永豐0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
5001,032474,長榮航中信0A購03,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,0,2021-06-10
5002,032490,明泰兆豐0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,400000,0,0,2021-06-10
5003,033137,開發金元大13購01,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,55000,0,0,2021-06-10
5004,032342,玉晶光群益0B購03,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,2021-06-10
5005,033228,聯電康和0B購03,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,2021-06-10
5006,032349,世紀鋼群益0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,26000,0,0,2021-06-10
5007,033237,台玻元大0B購03,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
5008,033234,國喬元大0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,23000,0,0,2021-06-10
5009,032808,東鋼國票0B購04,0,0,0,0,0,0,0,0,0,0,0,0,0,89000,89000,0,0,2021-06-10
5010,033608,旺宏群益0C購05,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
5011,033604,東鋼群益0C購03,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,21000,0,0,2021-06-10
5012,032359,瑞昱凱基0A購03,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,14000,0,0,2021-06-10
5013,033564,鴻準永豐0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,75000,0,0,2021-06-10
5014,031838,大成鋼兆豐0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
5015,032390,長榮統一0C購10,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
5016,033358,上銀群益0C購01,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,0,2021-06-10
5017,033428,台灣5G元大11購02,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
5018,033423,玉晶光永豐0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,2021-06-10
5019,033387,台航元大0B購03,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
5020,033371,滬深2X元大13購01,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,50000,0,0,2021-06-10
5021,033375,華新元大11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,2021-06-10
5022,033529,富邦金國票0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5023,033441,長榮航元大0B購04,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,2021-06-10
5024,036389,華新國泰12購01,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,2021-06-10
5025,036390,華新國泰12購02,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,0,2021-06-10
5026,036374,聯詠國票11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,32000,0,0,2021-06-10
5027,036371,宏達電國票11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,2021-06-10
5028,036353,聯電國票11購04,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5029,036354,聯電國票13購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5030,036346,聯成國票11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,14000,0,0,2021-06-10
5031,036348,中興電國票11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
5032,036362,旺宏國票11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5033,06333P,台灣50台新08售03,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,2021-06-10
5034,06326P,南電元大08售07,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
5035,06355P,南電元富08售05,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
5036,036430,技嘉凱基0C購02,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,21000,0,0,2021-06-10
5037,036451,華新康和11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,2021-06-10
5038,036444,聯成元富0C購01,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,2021-06-10
5039,036406,聯電群益12購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5040,036393,聯發科國泰12購03,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,21000,0,0,2021-06-10
5041,036461,儒鴻元大0C購03,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
5042,036462,儒鴻元大0C購04,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
5043,036480,創意元大0C購02,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,2021-06-10
5044,036516,國喬群益0C購02,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,9000,0,0,2021-06-10
5045,036522,TPK群益0C購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5046,036562,欣興元大0C購05,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
5047,036557,長榮航元大11購04,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
5048,036559,長榮航元大12購02,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
5049,036565,健策元大0C購02,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
5050,035422,聯電元大0B購05,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5051,035401,儒鴻元富0C購04,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
5052,036059,允強群益0C購01,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,2021-06-10
5053,036025,允強統一0C購03,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,2021-06-10
5054,036080,國喬元大0C購05,0,0,0,0,0,0,0,0,0,0,0,0,0,38000,38000,0,0,2021-06-10
5055,035019,中興電凱基0B購04,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
5056,035158,東鋼國票11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,96000,96000,0,0,2021-06-10
5057,035174,中信金國票0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,2021-06-10
5058,035096,萬海凱基11購03,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,2021-06-10
5059,035105,富邦金元大0C購03,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5060,035248,祥碩群益0B購03,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
5061,05797P,聯電元大07售06,0,0,0,0,0,0,0,0,0,0,0,0,0,2426000,2426000,0,0,2021-06-10
5062,05767P,台灣50群益07售09,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
5063,035325,富邦金元大0B購06,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5064,034319,華新群益0C購03,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,2021-06-10
5065,034324,中鋼群益0C購05,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
5066,034315,滬深2X群益0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,26000,0,0,2021-06-10
5067,034804,群創凱基11購04,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,2021-06-10
5068,035446,華新國票0C購02,0,0,0,0,0,0,0,0,0,0,0,0,0,33000,33000,0,0,2021-06-10
5069,034276,聯電富邦13購03,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,800000,0,0,2021-06-10
5070,035453,聯發科國票0B購09,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5071,035454,聯發科國票0C購08,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
5072,035459,富邦金國票0B購05,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5073,035700,聯成元大0B購04,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,26000,0,0,2021-06-10
5074,035718,富邦金元大0B購08,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5075,035732,儒鴻國票0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,0,2021-06-10
5076,035498,富邦金國泰12購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5077,035618,中興電國票0C購01,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
5078,035626,智原國票0C購02,0,0,0,0,0,0,0,0,0,0,0,0,0,34000,34000,0,0,2021-06-10
5079,035664,聯電統一0B購13,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5080,035930,聯成凱基0C購01,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,2021-06-10
5081,035875,華新群益0B購04,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,0,2021-06-10
5082,035885,東鋼國票11購02,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
5083,035890,祥碩國票0B購03,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,11000,0,0,2021-06-10
5084,035891,祥碩國票11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,11000,0,0,2021-06-10
5085,035842,富邦金元大0B購10,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5086,036124,嘉澤群益12購01,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
5087,036130,宏碁凱基11購02,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,9000,0,0,2021-06-10
5088,036119,群光群益11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,2021-06-10
5089,033918,華新元大0B購05,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,14000,0,0,2021-06-10
5090,035984,新光鋼國票11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,2021-06-10
5091,033991,奇力新兆豐0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
5092,033937,臺股指元大0B購17,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,2021-06-10
5093,033931,富邦金元大11購03,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,2021-06-10
5094,034460,中信金群益0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,2021-06-10
5095,034482,國巨元大0C購09,0,0,0,0,0,0,0,0,0,0,0,0,0,138000,138000,0,0,2021-06-10
5096,034383,國巨元大0B購09,0,0,0,0,0,0,0,0,0,0,0,0,0,227000,227000,0,0,2021-06-10
5097,034370,華新元大0B購06,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,14000,0,0,2021-06-10
5098,034533,華新統一11購04,0,0,0,0,0,0,0,0,0,0,0,0,0,42000,42000,0,0,2021-06-10
5099,034705,臺股指群益0B購04,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,0,2021-06-10
5100,034697,富邦金群益0C購04,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5101,034730,鴻海元大0C購12,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,2021-06-10
5102,033837,群創國泰11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,2021-06-10
5103,033835,萬海國泰11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5104,05839P,臺股指元大0A售01,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
5105,034257,萬海統一11購02,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5106,034104,新光鋼群益0B購05,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-10
5107,034074,亞德客元大0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,35000,0,0,2021-06-10
5108,034154,瀚宇博凱基0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,2021-06-10
5109,034171,玉晶光永豐0B購03,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,0,2021-06-10
5110,034189,新光鋼元大11購01,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,2021-06-10
5111,034191,允強元大0B購02,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,2021-06-10
5112,06157P,台積電國票08售17,0,0,0,0,0,0,0,0,0,0,0,0,0,321000,321000,0,0,2021-06-10
5113,06166P,台積電凱基08售17,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-10
5114,06170P,鴻海元大08售08,0,0,0,0,0,0,0,0,0,0,0,0,0,84000,84000,0,0,2021-06-10
5115,06105P,台積電凱基07售19,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,14000,0,0,2021-06-10
5116,06246P,聯詠元大08售01,0,0,0,0,0,0,0,0,0,0,0,0,0,994000,994000,0,0,2021-06-10
5117,06257P,鴻海台新08售02,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,2021-06-10
5118,05988P,鴻海元富07售31,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000,0,0,2021-06-10
5119,034444,健策凱基0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5120,033873,玉晶光群益0C購03,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,2021-06-10
5121,034411,華新統一11購03,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-10
5122,035601,富邦金元大0B購07,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5123,035591,聯電元大0B購06,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5124,034952,萬海凱基11購02,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,2021-06-10
5125,034954,玉晶光凱基0B購05,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-10
5126,035617,聯成國票0C購01,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,0,2021-06-10
5127,034985,新光鋼群益0B購07,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,21000,0,0,2021-06-10
5128,034978,華新科富邦0B購01,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,2021-06-10
